=== AUDIT LOG INITIATED 2026-05-19T22:15:27.990Z ===
[1:15:28 AM] 🚀 BOT STARTING — Mode: DEMO | Strategy: BOTH5 | Base Stake: $0.35
[1:15:28 AM] 🎯 Active Market Locked: V50 (Opening Balance: $10000.00)
[1:15:28 AM] 🔄 Market shift: Locking onto signal on market V75
[1:15:28 AM] 📊 [TICK EVAL] V75 | Phase: NORMAL | Dominance Met: YES (73.3% vs 65%, side: UNDER) | D5 Passed: YES (10.0%) | Exhaustion: YES | Streak Filter: YES (0/6) | Verdict: 🚀 FIRE TRADE
[1:15:42 AM] ⚠️ Market V25 quarantine activated (3 consecutive losses). Score deducted by 5.
[1:15:42 AM] 💸 [TRADE OUTCOME] Market: V25 | Result: ❌ LOSS ($-0.35) | Stake: $0.35 | Active Phase: DEFENSIVE | Stake Multiplier: 0.40x | session P&L: $12.70 | Mathematical Expectancy: $0.0575
[1:15:42 AM] 🔄 Market shift: Gravitating to highest meta-scored market V100 (1s)
[1:15:42 AM] 📊 [TICK EVAL] V100 (1s) | Phase: DEFENSIVE | Dominance Met: NO (55.3% vs 75%, side: UNDER) | D5 Passed: YES (6.0%) | Exhaustion: NO | Streak Filter: YES (3/6) | Verdict: ⏳ SKIP
[1:15:42 AM] 📊 [TICK EVAL] V100 (1s) | Phase: DEFENSIVE | Dominance Met: NO (55.3% vs 75%, side: UNDER) | D5 Passed: YES (6.0%) | Exhaustion: NO | Streak Filter: YES (3/6) | Verdict: ⏳ SKIP
[1:15:42 AM] 📊 [TICK EVAL] V100 (1s) | Phase: DEFENSIVE | Dominance Met: NO (55.3% vs 75%, side: UNDER) | D5 Passed: YES (6.0%) | Exhaustion: NO | Streak Filter: YES (3/6) | Verdict: ⏳ SKIP
[1:15:42 AM] 📊 [TICK EVAL] V100 (1s) | Phase: DEFENSIVE | Dominance Met: NO (55.3% vs 75%, side: UNDER) | D5 Passed: YES (6.0%) | Exhaustion: NO | Streak Filter: YES (3/6) | Verdict: ⏳ SKIP
[1:15:42 AM] 📊 [TICK EVAL] V100 (1s) | Phase: DEFENSIVE | Dominance Met: NO (55.3% vs 75%, side: UNDER) | D5 Passed: YES (6.0%) | Exhaustion: NO | Streak Filter: YES (3/6) | Verdict: ⏳ SKIP
[1:15:42 AM] 📊 [TICK EVAL] V100 (1s) | Phase: DEFENSIVE | Dominance Met: NO (57.4% vs 75%, side: UNDER) | D5 Passed: YES (6.0%) | Exhaustion: NO | Streak Filter: YES (4/6) | Verdict: ⏳ SKIP
[1:15:42 AM] 📊 [TICK EVAL] V100 (1s) | Phase: DEFENSIVE | Dominance Met: NO (57.4% vs 75%, side: UNDER) | D5 Passed: YES (6.0%) | Exhaustion: NO | Streak Filter: YES (4/6) | Verdict: ⏳ SKIP
[1:15:42 AM] 📊 [TICK EVAL] V100 (1s) | Phase: DEFENSIVE | Dominance Met: NO (57.4% vs 75%, side: UNDER) | D5 Passed: YES (6.0%) | Exhaustion: NO | Streak Filter: YES (4/6) | Verdict: ⏳ SKIP
[1:15:42 AM] 📊 [TICK EVAL] V100 (1s) | Phase: DEFENSIVE | Dominance Met: NO (57.4% vs 75%, side: UNDER) | D5 Passed: YES (6.0%) | Exhaustion: NO | Streak Filter: YES (4/6) | Verdict: ⏳ SKIP
[1:15:42 AM] 📊 [TICK EVAL] V100 (1s) | Phase: DEFENSIVE | Dominance Met: NO (57.4% vs 75%, side: UNDER) | D5 Passed: YES (6.0%) | Exhaustion: NO | Streak Filter: YES (4/6) | Verdict: ⏳ SKIP
[1:15:42 AM] 📊 [TICK EVAL] V100 (1s) | Phase: DEFENSIVE | Dominance Met: NO (55.3% vs 75%, side: UNDER) | D5 Passed: YES (6.0%) | Exhaustion: YES | Streak Filter: YES (0/6) | Verdict: ⏳ SKIP
[1:15:42 AM] 📊 [TICK EVAL] V100 (1s) | Phase: DEFENSIVE | Dominance Met: NO (55.3% vs 75%, side: UNDER) | D5 Passed: YES (6.0%) | Exhaustion: YES | Streak Filter: YES (0/6) | Verdict: ⏳ SKIP
[1:15:42 AM] 📊 [TICK EVAL] V100 (1s) | Phase: DEFENSIVE | Dominance Met: NO (55.3% vs 75%, side: UNDER) | D5 Passed: YES (6.0%) | Exhaustion: YES | Streak Filter: YES (0/6) | Verdict: ⏳ SKIP
[1:15:42 AM] 📊 [TICK EVAL] V100 (1s) | Phase: DEFENSIVE | Dominance Met: NO (55.3% vs 75%, side: UNDER) | D5 Passed: YES (6.0%) | Exhaustion: YES | Streak Filter: YES (0/6) | Verdict: ⏳ SKIP
[1:15:42 AM] 📊 [TICK EVAL] V100 (1s) | Phase: DEFENSIVE | Dominance Met: NO (55.3% vs 75%, side: UNDER) | D5 Passed: YES (6.0%) | Exhaustion: YES | Streak Filter: YES (0/6) | Verdict: ⏳ SKIP
[1:15:42 AM] 📊 [TICK EVAL] V100 (1s) | Phase: DEFENSIVE | Dominance Met: NO (55.3% vs 75%, side: UNDER) | D5 Passed: YES (6.0%) | Exhaustion: YES | Streak Filter: YES (0/6) | Verdict: ⏳ SKIP
[1:15:42 AM] 📊 [TICK EVAL] V100 (1s) | Phase: DEFENSIVE | Dominance Met: NO (55.3% vs 75%, side: UNDER) | D5 Passed: YES (6.0%) | Exhaustion: YES | Streak Filter: YES (0/6) | Verdict: ⏳ SKIP
[1:15:42 AM] 📊 [TICK EVAL] V100 (1s) | Phase: DEFENSIVE | Dominance Met: NO (55.3% vs 75%, side: UNDER) | D5 Passed: YES (6.0%) | Exhaustion: YES | Streak Filter: YES (0/6) | Verdict: ⏳ SKIP
[1:15:42 AM] 📊 [TICK EVAL] V100 (1s) | Phase: DEFENSIVE | Dominance Met: NO (55.3% vs 75%, side: UNDER) | D5 Passed: YES (6.0%) | Exhaustion: YES | Streak Filter: YES (0/6) | Verdict: ⏳ SKIP
[1:15:42 AM] 📊 [TICK EVAL] V100 (1s) | Phase: DEFENSIVE | Dominance Met: NO (55.3% vs 75%, side: UNDER) | D5 Passed: YES (6.0%) | Exhaustion: YES | Streak Filter: YES (0/6) | Verdict: ⏳ SKIP
[1:15:42 AM] 📊 [TICK EVAL] V100 (1s) | Phase: DEFENSIVE | Dominance Met: NO (55.3% vs 75%, side: UNDER) | D5 Passed: YES (6.0%) | Exhaustion: YES | Streak Filter: YES (0/6) | Verdict: ⏳ SKIP
[1:15:42 AM] 📊 [TICK EVAL] V100 (1s) | Phase: DEFENSIVE | Dominance Met: NO (55.3% vs 75%, side: UNDER) | D5 Passed: YES (6.0%) | Exhaustion: YES | Streak Filter: YES (0/6) | Verdict: ⏳ SKIP
[1:15:42 AM] 📊 [TICK EVAL] V100 (1s) | Phase: DEFENSIVE | Dominance Met: NO (55.3% vs 75%, side: UNDER) | D5 Passed: YES (6.0%) | Exhaustion: YES | Streak Filter: YES (0/6) | Verdict: ⏳ SKIP
[1:15:42 AM] 📊 [TICK EVAL] V100 (1s) | Phase: DEFENSIVE | Dominance Met: NO (55.3% vs 75%, side: UNDER) | D5 Passed: YES (6.0%) | Exhaustion: YES | Streak Filter: YES (0/6) | Verdict: ⏳ SKIP
[1:15:42 AM] 📊 [TICK EVAL] V100 (1s) | Phase: DEFENSIVE | Dominance Met: NO (55.3% vs 75%, side: UNDER) | D5 Passed: YES (6.0%) | Exhaustion: YES | Streak Filter: YES (0/6) | Verdict: ⏳ SKIP
[1:15:42 AM] 📊 [TICK EVAL] V100 (1s) | Phase: DEFENSIVE | Dominance Met: NO (55.3% vs 75%, side: UNDER) | D5 Passed: YES (6.0%) | Exhaustion: YES | Streak Filter: YES (0/6) | Verdict: ⏳ SKIP
[1:15:42 AM] 📊 [TICK EVAL] V100 (1s) | Phase: DEFENSIVE | Dominance Met: NO (55.3% vs 75%, side: UNDER) | D5 Passed: YES (6.0%) | Exhaustion: YES | Streak Filter: YES (0/6) | Verdict: ⏳ SKIP
[1:15:42 AM] 📊 [TICK EVAL] V100 (1s) | Phase: DEFENSIVE | Dominance Met: NO (55.3% vs 75%, side: UNDER) | D5 Passed: YES (6.0%) | Exhaustion: YES | Streak Filter: YES (0/6) | Verdict: ⏳ SKIP
[1:15:42 AM] 📊 [TICK EVAL] V100 (1s) | Phase: DEFENSIVE | Dominance Met: NO (55.3% vs 75%, side: UNDER) | D5 Passed: YES (6.0%) | Exhaustion: YES | Streak Filter: YES (0/6) | Verdict: ⏳ SKIP
[1:15:42 AM] 📊 [TICK EVAL] V100 (1s) | Phase: DEFENSIVE | Dominance Met: NO (55.3% vs 75%, side: UNDER) | D5 Passed: YES (6.0%) | Exhaustion: YES | Streak Filter: YES (0/6) | Verdict: ⏳ SKIP
[1:15:42 AM] 📊 [TICK EVAL] V100 (1s) | Phase: DEFENSIVE | Dominance Met: NO (55.3% vs 75%, side: UNDER) | D5 Passed: YES (6.0%) | Exhaustion: YES | Streak Filter: YES (0/6) | Verdict: ⏳ SKIP
[1:15:42 AM] 📊 [TICK EVAL] V100 (1s) | Phase: DEFENSIVE | Dominance Met: NO (55.3% vs 75%, side: UNDER) | D5 Passed: YES (6.0%) | Exhaustion: YES | Streak Filter: YES (0/6) | Verdict: ⏳ SKIP
[1:15:42 AM] 📊 [TICK EVAL] V100 (1s) | Phase: DEFENSIVE | Dominance Met: NO (55.3% vs 75%, side: UNDER) | D5 Passed: YES (6.0%) | Exhaustion: YES | Streak Filter: YES (0/6) | Verdict: ⏳ SKIP
[1:15:42 AM] 📊 [TICK EVAL] V100 (1s) | Phase: DEFENSIVE | Dominance Met: NO (55.3% vs 75%, side: UNDER) | D5 Passed: YES (6.0%) | Exhaustion: YES | Streak Filter: YES (0/6) | Verdict: ⏳ SKIP
[1:15:42 AM] 📊 [TICK EVAL] V100 (1s) | Phase: DEFENSIVE | Dominance Met: NO (55.3% vs 75%, side: UNDER) | D5 Passed: YES (6.0%) | Exhaustion: YES | Streak Filter: YES (0/6) | Verdict: ⏳ SKIP
[1:15:42 AM] 📊 [TICK EVAL] V100 (1s) | Phase: DEFENSIVE | Dominance Met: NO (55.3% vs 75%, side: UNDER) | D5 Passed: YES (6.0%) | Exhaustion: YES | Streak Filter: YES (0/6) | Verdict: ⏳ SKIP
[1:15:42 AM] 📊 [TICK EVAL] V100 (1s) | Phase: DEFENSIVE | Dominance Met: NO (55.3% vs 75%, side: UNDER) | D5 Passed: YES (6.0%) | Exhaustion: YES | Streak Filter: YES (0/6) | Verdict: ⏳ SKIP
[1:15:42 AM] 📊 [TICK EVAL] V100 (1s) | Phase: DEFENSIVE | Dominance Met: NO (55.3% vs 75%, side: UNDER) | D5 Passed: YES (6.0%) | Exhaustion: YES | Streak Filter: YES (0/6) | Verdict: ⏳ SKIP
[1:15:42 AM] 📊 [TICK EVAL] V100 (1s) | Phase: DEFENSIVE | Dominance Met: NO (55.3% vs 75%, side: UNDER) | D5 Passed: YES (6.0%) | Exhaustion: YES | Streak Filter: YES (0/6) | Verdict: ⏳ SKIP
[1:15:42 AM] 📊 [TICK EVAL] V100 (1s) | Phase: DEFENSIVE | Dominance Met: NO (55.3% vs 75%, side: UNDER) | D5 Passed: YES (6.0%) | Exhaustion: YES | Streak Filter: YES (0/6) | Verdict: ⏳ SKIP
[1:15:42 AM] 📊 [TICK EVAL] V100 (1s) | Phase: DEFENSIVE | Dominance Met: NO (55.3% vs 75%, side: UNDER) | D5 Passed: YES (6.0%) | Exhaustion: YES | Streak Filter: YES (0/6) | Verdict: ⏳ SKIP
[1:15:42 AM] 📊 [TICK EVAL] V100 (1s) | Phase: DEFENSIVE | Dominance Met: NO (55.3% vs 75%, side: UNDER) | D5 Passed: YES (6.0%) | Exhaustion: YES | Streak Filter: YES (0/6) | Verdict: ⏳ SKIP
[1:15:42 AM] 📊 [TICK EVAL] V100 (1s) | Phase: DEFENSIVE | Dominance Met: NO (55.3% vs 75%, side: UNDER) | D5 Passed: YES (6.0%) | Exhaustion: YES | Streak Filter: YES (0/6) | Verdict: ⏳ SKIP
[1:15:42 AM] 📊 [TICK EVAL] V100 (1s) | Phase: DEFENSIVE | Dominance Met: NO (55.3% vs 75%, side: UNDER) | D5 Passed: YES (6.0%) | Exhaustion: YES | Streak Filter: YES (0/6) | Verdict: ⏳ SKIP
[1:15:42 AM] 📊 [TICK EVAL] V100 (1s) | Phase: DEFENSIVE | Dominance Met: NO (55.3% vs 75%, side: UNDER) | D5 Passed: YES (6.0%) | Exhaustion: YES | Streak Filter: YES (0/6) | Verdict: ⏳ SKIP
[1:15:42 AM] 📊 [TICK EVAL] V100 (1s) | Phase: DEFENSIVE | Dominance Met: NO (55.3% vs 75%, side: UNDER) | D5 Passed: YES (6.0%) | Exhaustion: YES | Streak Filter: YES (0/6) | Verdict: ⏳ SKIP
[1:15:42 AM] 📊 [TICK EVAL] V100 (1s) | Phase: DEFENSIVE | Dominance Met: NO (55.3% vs 75%, side: UNDER) | D5 Passed: YES (6.0%) | Exhaustion: YES | Streak Filter: YES (0/6) | Verdict: ⏳ SKIP
[1:15:42 AM] 📊 [TICK EVAL] V100 (1s) | Phase: DEFENSIVE | Dominance Met: NO (55.3% vs 75%, side: UNDER) | D5 Passed: YES (6.0%) | Exhaustion: YES | Streak Filter: YES (0/6) | Verdict: ⏳ SKIP
[1:15:42 AM] 📊 [TICK EVAL] V100 (1s) | Phase: DEFENSIVE | Dominance Met: NO (55.3% vs 75%, side: UNDER) | D5 Passed: YES (6.0%) | Exhaustion: YES | Streak Filter: YES (0/6) | Verdict: ⏳ SKIP
[1:15:42 AM] 📊 [TICK EVAL] V100 (1s) | Phase: DEFENSIVE | Dominance Met: NO (55.3% vs 75%, side: UNDER) | D5 Passed: YES (6.0%) | Exhaustion: YES | Streak Filter: YES (0/6) | Verdict: ⏳ SKIP
[1:15:42 AM] 📊 [TICK EVAL] V100 (1s) | Phase: DEFENSIVE | Dominance Met: NO (55.3% vs 75%, side: UNDER) | D5 Passed: YES (6.0%) | Exhaustion: YES | Streak Filter: YES (0/6) | Verdict: ⏳ SKIP
[1:15:42 AM] 📊 [TICK EVAL] V100 (1s) | Phase: DEFENSIVE | Dominance Met: NO (55.3% vs 75%, side: UNDER) | D5 Passed: YES (6.0%) | Exhaustion: YES | Streak Filter: YES (0/6) | Verdict: ⏳ SKIP
[1:15:42 AM] 📊 [TICK EVAL] V100 (1s) | Phase: DEFENSIVE | Dominance Met: NO (55.3% vs 75%, side: UNDER) | D5 Passed: YES (6.0%) | Exhaustion: YES | Streak Filter: YES (0/6) | Verdict: ⏳ SKIP
[1:15:42 AM] 📊 [TICK EVAL] V100 (1s) | Phase: DEFENSIVE | Dominance Met: NO (55.3% vs 75%, side: UNDER) | D5 Passed: YES (6.0%) | Exhaustion: YES | Streak Filter: YES (0/6) | Verdict: ⏳ SKIP
[1:15:42 AM] 📊 [TICK EVAL] V100 (1s) | Phase: DEFENSIVE | Dominance Met: NO (55.3% vs 75%, side: UNDER) | D5 Passed: YES (6.0%) | Exhaustion: YES | Streak Filter: YES (0/6) | Verdict: ⏳ SKIP
[1:15:42 AM] 📊 [TICK EVAL] V100 (1s) | Phase: DEFENSIVE | Dominance Met: NO (55.3% vs 75%, side: UNDER) | D5 Passed: YES (6.0%) | Exhaustion: YES | Streak Filter: YES (0/6) | Verdict: ⏳ SKIP
[1:15:42 AM] 📊 [TICK EVAL] V100 (1s) | Phase: DEFENSIVE | Dominance Met: NO (55.3% vs 75%, side: UNDER) | D5 Passed: YES (6.0%) | Exhaustion: YES | Streak Filter: YES (0/6) | Verdict: ⏳ SKIP
[1:15:42 AM] 📊 [TICK EVAL] V100 (1s) | Phase: DEFENSIVE | Dominance Met: NO (55.3% vs 75%, side: UNDER) | D5 Passed: YES (6.0%) | Exhaustion: YES | Streak Filter: YES (0/6) | Verdict: ⏳ SKIP
[1:15:42 AM] 📊 [TICK EVAL] V100 (1s) | Phase: DEFENSIVE | Dominance Met: NO (55.3% vs 75%, side: UNDER) | D5 Passed: YES (6.0%) | Exhaustion: YES | Streak Filter: YES (0/6) | Verdict: ⏳ SKIP
[1:15:42 AM] 📊 [TICK EVAL] V100 (1s) | Phase: DEFENSIVE | Dominance Met: NO (55.3% vs 75%, side: UNDER) | D5 Passed: YES (6.0%) | Exhaustion: YES | Streak Filter: YES (0/6) | Verdict: ⏳ SKIP
[1:15:42 AM] 📊 [TICK EVAL] V100 (1s) | Phase: DEFENSIVE | Dominance Met: NO (55.3% vs 75%, side: UNDER) | D5 Passed: YES (6.0%) | Exhaustion: NO | Streak Filter: YES (1/6) | Verdict: ⏳ SKIP
[1:15:42 AM] 📊 [TICK EVAL] V100 (1s) | Phase: DEFENSIVE | Dominance Met: NO (55.3% vs 75%, side: UNDER) | D5 Passed: YES (6.0%) | Exhaustion: NO | Streak Filter: YES (1/6) | Verdict: ⏳ SKIP
[1:15:42 AM] 📊 [TICK EVAL] V100 (1s) | Phase: DEFENSIVE | Dominance Met: NO (55.3% vs 75%, side: UNDER) | D5 Passed: YES (6.0%) | Exhaustion: NO | Streak Filter: YES (1/6) | Verdict: ⏳ SKIP
[1:15:42 AM] 📊 [TICK EVAL] V100 (1s) | Phase: DEFENSIVE | Dominance Met: NO (55.3% vs 75%, side: UNDER) | D5 Passed: YES (6.0%) | Exhaustion: NO | Streak Filter: YES (1/6) | Verdict: ⏳ SKIP
[1:15:42 AM] 📊 [TICK EVAL] V100 (1s) | Phase: DEFENSIVE | Dominance Met: NO (55.3% vs 75%, side: UNDER) | D5 Passed: YES (6.0%) | Exhaustion: NO | Streak Filter: YES (1/6) | Verdict: ⏳ SKIP
[1:15:42 AM] 📊 [TICK EVAL] V100 (1s) | Phase: DEFENSIVE | Dominance Met: NO (55.3% vs 75%, side: UNDER) | D5 Passed: YES (6.0%) | Exhaustion: NO | Streak Filter: YES (1/6) | Verdict: ⏳ SKIP
[1:15:42 AM] 📊 [TICK EVAL] V100 (1s) | Phase: DEFENSIVE | Dominance Met: NO (55.3% vs 75%, side: UNDER) | D5 Passed: YES (6.0%) | Exhaustion: NO | Streak Filter: YES (1/6) | Verdict: ⏳ SKIP
[1:15:42 AM] 📊 [TICK EVAL] V100 (1s) | Phase: DEFENSIVE | Dominance Met: NO (55.3% vs 75%, side: UNDER) | D5 Passed: YES (6.0%) | Exhaustion: NO | Streak Filter: YES (1/6) | Verdict: ⏳ SKIP
[1:15:42 AM] 📊 [TICK EVAL] V100 (1s) | Phase: DEFENSIVE | Dominance Met: NO (55.3% vs 75%, side: UNDER) | D5 Passed: YES (6.0%) | Exhaustion: NO | Streak Filter: YES (1/6) | Verdict: ⏳ SKIP
[1:15:42 AM] 📊 [TICK EVAL] V100 (1s) | Phase: DEFENSIVE | Dominance Met: NO (55.3% vs 75%, side: UNDER) | D5 Passed: YES (6.0%) | Exhaustion: NO | Streak Filter: YES (1/6) | Verdict: ⏳ SKIP
[1:15:42 AM] 📊 [TICK EVAL] V100 (1s) | Phase: DEFENSIVE | Dominance Met: NO (55.3% vs 75%, side: UNDER) | D5 Passed: YES (6.0%) | Exhaustion: NO | Streak Filter: YES (1/6) | Verdict: ⏳ SKIP
[1:15:42 AM] 📊 [TICK EVAL] V100 (1s) | Phase: DEFENSIVE | Dominance Met: NO (55.3% vs 75%, side: UNDER) | D5 Passed: YES (6.0%) | Exhaustion: NO | Streak Filter: YES (1/6) | Verdict: ⏳ SKIP
[1:15:42 AM] 📊 [TICK EVAL] V100 (1s) | Phase: DEFENSIVE | Dominance Met: NO (55.3% vs 75%, side: UNDER) | D5 Passed: YES (6.0%) | Exhaustion: NO | Streak Filter: YES (1/6) | Verdict: ⏳ SKIP
[1:15:42 AM] 📊 [TICK EVAL] V100 (1s) | Phase: DEFENSIVE | Dominance Met: NO (55.3% vs 75%, side: UNDER) | D5 Passed: YES (6.0%) | Exhaustion: NO | Streak Filter: YES (1/6) | Verdict: ⏳ SKIP
[1:15:42 AM] 📊 [TICK EVAL] V100 (1s) | Phase: DEFENSIVE | Dominance Met: NO (55.3% vs 75%, side: UNDER) | D5 Passed: YES (6.0%) | Exhaustion: NO | Streak Filter: YES (1/6) | Verdict: ⏳ SKIP
[1:15:42 AM] 📊 [TICK EVAL] V100 (1s) | Phase: DEFENSIVE | Dominance Met: NO (55.3% vs 75%, side: UNDER) | D5 Passed: YES (6.0%) | Exhaustion: NO | Streak Filter: YES (1/6) | Verdict: ⏳ SKIP
[1:15:42 AM] 📊 [TICK EVAL] V100 (1s) | Phase: DEFENSIVE | Dominance Met: NO (55.3% vs 75%, side: UNDER) | D5 Passed: YES (6.0%) | Exhaustion: NO | Streak Filter: YES (1/6) | Verdict: ⏳ SKIP
[1:15:42 AM] 📊 [TICK EVAL] V100 (1s) | Phase: DEFENSIVE | Dominance Met: NO (55.3% vs 75%, side: UNDER) | D5 Passed: YES (6.0%) | Exhaustion: NO | Streak Filter: YES (1/6) | Verdict: ⏳ SKIP
[1:15:42 AM] 📊 [TICK EVAL] V100 (1s) | Phase: DEFENSIVE | Dominance Met: NO (55.3% vs 75%, side: UNDER) | D5 Passed: YES (6.0%) | Exhaustion: NO | Streak Filter: YES (1/6) | Verdict: ⏳ SKIP
[1:15:42 AM] 📊 [TICK EVAL] V100 (1s) | Phase: DEFENSIVE | Dominance Met: NO (55.3% vs 75%, side: UNDER) | D5 Passed: YES (6.0%) | Exhaustion: NO | Streak Filter: YES (1/6) | Verdict: ⏳ SKIP
[1:15:42 AM] 📊 [TICK EVAL] V100 (1s) | Phase: DEFENSIVE | Dominance Met: NO (55.3% vs 75%, side: UNDER) | D5 Passed: YES (6.0%) | Exhaustion: NO | Streak Filter: YES (1/6) | Verdict: ⏳ SKIP
[1:15:42 AM] 📊 [TICK EVAL] V100 (1s) | Phase: DEFENSIVE | Dominance Met: NO (53.2% vs 75%, side: UNDER) | D5 Passed: YES (6.0%) | Exhaustion: YES | Streak Filter: YES (0/6) | Verdict: ⏳ SKIP
[1:15:42 AM] 📊 [TICK EVAL] V100 (1s) | Phase: DEFENSIVE | Dominance Met: NO (53.2% vs 75%, side: UNDER) | D5 Passed: YES (6.0%) | Exhaustion: YES | Streak Filter: YES (0/6) | Verdict: ⏳ SKIP
[1:15:42 AM] 📊 [TICK EVAL] V100 (1s) | Phase: DEFENSIVE | Dominance Met: NO (53.2% vs 75%, side: UNDER) | D5 Passed: YES (6.0%) | Exhaustion: YES | Streak Filter: YES (0/6) | Verdict: ⏳ SKIP
[1:15:42 AM] 📊 [TICK EVAL] V100 (1s) | Phase: DEFENSIVE | Dominance Met: NO (53.2% vs 75%, side: UNDER) | D5 Passed: YES (6.0%) | Exhaustion: YES | Streak Filter: YES (0/6) | Verdict: ⏳ SKIP
[1:15:42 AM] 📊 [TICK EVAL] V100 (1s) | Phase: DEFENSIVE | Dominance Met: NO (53.2% vs 75%, side: UNDER) | D5 Passed: YES (6.0%) | Exhaustion: YES | Streak Filter: YES (0/6) | Verdict: ⏳ SKIP
[1:15:42 AM] 📊 [TICK EVAL] V100 (1s) | Phase: DEFENSIVE | Dominance Met: NO (53.2% vs 75%, side: UNDER) | D5 Passed: YES (6.0%) | Exhaustion: YES | Streak Filter: YES (0/6) | Verdict: ⏳ SKIP
[1:15:42 AM] 📊 [TICK EVAL] V100 (1s) | Phase: DEFENSIVE | Dominance Met: NO (53.2% vs 75%, side: UNDER) | D5 Passed: YES (6.0%) | Exhaustion: YES | Streak Filter: YES (0/6) | Verdict: ⏳ SKIP
[1:15:42 AM] 📊 [TICK EVAL] V100 (1s) | Phase: DEFENSIVE | Dominance Met: NO (53.2% vs 75%, side: UNDER) | D5 Passed: YES (6.0%) | Exhaustion: YES | Streak Filter: YES (0/6) | Verdict: ⏳ SKIP
[1:15:42 AM] 📊 [TICK EVAL] V100 (1s) | Phase: DEFENSIVE | Dominance Met: NO (53.2% vs 75%, side: UNDER) | D5 Passed: YES (6.0%) | Exhaustion: YES | Streak Filter: YES (0/6) | Verdict: ⏳ SKIP
[1:15:42 AM] 📊 [TICK EVAL] V100 (1s) | Phase: DEFENSIVE | Dominance Met: NO (53.2% vs 75%, side: UNDER) | D5 Passed: YES (6.0%) | Exhaustion: YES | Streak Filter: YES (0/6) | Verdict: ⏳ SKIP
[1:15:42 AM] 📊 [TICK EVAL] V100 (1s) | Phase: DEFENSIVE | Dominance Met: NO (53.2% vs 75%, side: UNDER) | D5 Passed: YES (6.0%) | Exhaustion: YES | Streak Filter: YES (0/6) | Verdict: ⏳ SKIP
[1:15:42 AM] 📊 [TICK EVAL] V100 (1s) | Phase: DEFENSIVE | Dominance Met: NO (53.2% vs 75%, side: UNDER) | D5 Passed: YES (6.0%) | Exhaustion: YES | Streak Filter: YES (0/6) | Verdict: ⏳ SKIP
[1:15:42 AM] 📊 [TICK EVAL] V100 (1s) | Phase: DEFENSIVE | Dominance Met: NO (53.2% vs 75%, side: UNDER) | D5 Passed: YES (6.0%) | Exhaustion: YES | Streak Filter: YES (0/6) | Verdict: ⏳ SKIP
[1:15:42 AM] 📊 [TICK EVAL] V100 (1s) | Phase: DEFENSIVE | Dominance Met: NO (53.2% vs 75%, side: UNDER) | D5 Passed: YES (6.0%) | Exhaustion: YES | Streak Filter: YES (0/6) | Verdict: ⏳ SKIP
[1:15:42 AM] 📊 [TICK EVAL] V100 (1s) | Phase: DEFENSIVE | Dominance Met: NO (53.2% vs 75%, side: UNDER) | D5 Passed: YES (6.0%) | Exhaustion: YES | Streak Filter: YES (0/6) | Verdict: ⏳ SKIP
[1:15:42 AM] 📊 [TICK EVAL] V100 (1s) | Phase: DEFENSIVE | Dominance Met: NO (53.2% vs 75%, side: UNDER) | D5 Passed: YES (6.0%) | Exhaustion: YES | Streak Filter: YES (0/6) | Verdict: ⏳ SKIP
[1:15:42 AM] 📊 [TICK EVAL] V100 (1s) | Phase: DEFENSIVE | Dominance Met: NO (53.2% vs 75%, side: UNDER) | D5 Passed: YES (6.0%) | Exhaustion: YES | Streak Filter: YES (0/6) | Verdict: ⏳ SKIP
[1:15:42 AM] 📊 [TICK EVAL] V100 (1s) | Phase: DEFENSIVE | Dominance Met: NO (53.2% vs 75%, side: UNDER) | D5 Passed: YES (6.0%) | Exhaustion: YES | Streak Filter: YES (0/6) | Verdict: ⏳ SKIP
[1:15:42 AM] 📊 [TICK EVAL] V100 (1s) | Phase: DEFENSIVE | Dominance Met: NO (53.2% vs 75%, side: UNDER) | D5 Passed: YES (6.0%) | Exhaustion: YES | Streak Filter: YES (0/6) | Verdict: ⏳ SKIP
[1:15:42 AM] 📊 [TICK EVAL] V100 (1s) | Phase: DEFENSIVE | Dominance Met: NO (53.2% vs 75%, side: UNDER) | D5 Passed: YES (6.0%) | Exhaustion: NO | Streak Filter: YES (1/6) | Verdict: ⏳ SKIP
[1:15:42 AM] 📊 [TICK EVAL] V100 (1s) | Phase: DEFENSIVE | Dominance Met: NO (53.2% vs 75%, side: UNDER) | D5 Passed: YES (6.0%) | Exhaustion: NO | Streak Filter: YES (1/6) | Verdict: ⏳ SKIP
[1:15:42 AM] 📊 [TICK EVAL] V100 (1s) | Phase: DEFENSIVE | Dominance Met: NO (53.2% vs 75%, side: UNDER) | D5 Passed: YES (6.0%) | Exhaustion: NO | Streak Filter: YES (1/6) | Verdict: ⏳ SKIP
[1:15:42 AM] 📊 [TICK EVAL] V100 (1s) | Phase: DEFENSIVE | Dominance Met: NO (51.1% vs 75%, side: UNDER) | D5 Passed: YES (6.0%) | Exhaustion: YES | Streak Filter: YES (0/6) | Verdict: ⏳ SKIP
[1:15:42 AM] 📊 [TICK EVAL] V100 (1s) | Phase: DEFENSIVE | Dominance Met: NO (50.0% vs 75%, side: UNDER) | D5 Passed: YES (8.0%) | Exhaustion: NO | Streak Filter: YES (0/6) | Verdict: ⏳ SKIP
